name,exchange,types,name_type,cryptofeed_name,ccxt_symbol,symbol,cryptofeed_symbol,subaccount,increment,trade,collateral,max_trade,buy_method,sell_method,html_color
ltc_ftx,ftx,book,fund,FTX,LTC-PERP,LTCUSDT,LTC-PERP,daddy_LTC,0.02,1,USD,0.0,10sec_average,10sec_average,info
