,execID,orderID,clOrdID,clOrdLinkID,account,symbol,side,qty,lastPx,underlyingLastPx,lastMkt,lastLiquidityInd,simpleOrderQty,orderQty,price,displayQty,stopPx,pegOffsetValue,pegPriceType,currency,settlCurrency,execType,ordType,timeInForce,execInst,contingencyType,exDestination,ordStatus,triggered,workingIndicator,ordRejReason,simpleLeavesQty,leavesQty,simpleCumQty,cumQty,avgPx,commission,tradePublishIndicator,multiLegReportingType,text,trdMatchID,execCost,execComm,homeNotional,foreignNotional,transactTime,timestamp,exchange,asset
657,b3f1ed8d-ce97-bac0-c206-59fc525238fd,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,34936,18367.4,,XBME,,,34936,18367.4,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,34936,18367.4,0.000332,,SingleSecurity,Funding,6acbaa6f-a895-468b-5eec-b3be7abafb35,-190191584,0.00063144,1.90191584,-34936,2020-11-24 04:00:00,2020-11-24T04:00:00.002Z,BITMEX,XBT
686,f833784a-bd0d-be8b-5607-f05aa6d2449b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,80992,19062.23,,XBME,,,80992,19062.23,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,80992,19062.23,0.0001,,SingleSecurity,Funding,33ba34de-ab38-d58c-94aa-b510d0d5aff9,-424884032,0.00042488,4.24884032,-80992,2020-11-24 12:00:00,2020-11-24T12:00:00.002Z,BITMEX,XBT
687,885ce282-e326-24f8-5a52-9850ce62521a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,80992,19170.1,,XBME,,,80992,19170.1,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,80992,19170.1,0.000519,,SingleSecurity,Funding,5cd3477a-1543-0036-9dee-fa6a7c91009f,-422454272,0.00219254,4.22454272,-80992,2020-11-24 20:00:00,2020-11-24T20:00:00.000Z,BITMEX,XBT
688,d4e733ef-4595-a145-3cc3-f8a5bf93ffb9,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,80992,18830.82,,XBME,,,80992,18830.82,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,80992,18830.82,0.000408,,SingleSecurity,Funding,3abe1fc5-9269-6dd1-df1d-e7a4af6ce208,-430067520,0.00175468,4.3006752,-80992,2020-11-25 04:00:00,2020-11-25T04:00:00.000Z,BITMEX,XBT
689,cba2e3c9-208f-c6a3-b6a6-18fe2f043a14,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,80992,19298.92,,XBME,,,80992,19298.92,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,80992,19298.92,0.000554,,SingleSecurity,Funding,7aeeace3-ec17-244a-4043-3229928a552f,-419700544,0.00232514,4.19700544,-80992,2020-11-25 12:00:00,2020-11-25T12:00:00.008Z,BITMEX,XBT
690,16eb266c-037e-49ec-8173-f236ec808c2e,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,80992,18998.16,,XBME,,,80992,18998.16,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,80992,18998.16,0.0001,,SingleSecurity,Funding,bdd4d50b-135e-0fc5-5ed2-d349368bb466,-426341888,0.00042634,4.26341888,-80992,2020-11-25 20:00:00,2020-11-25T20:00:00.001Z,BITMEX,XBT
768,328f3c2f-a0a0-ce39-5419-23b05e0ef60e,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,20000,17099.16,,XBME,,,20000,17099.16,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,20000,17099.16,0.000304,,SingleSecurity,Funding,1f5e6699-8b0c-c8ca-4a07-90029286747f,-116960000,0.00035556,1.1696,-20000,2020-11-27 04:00:00,2020-11-27T04:00:00.000Z,BITMEX,XBT
793,9a515e94-70e0-7831-69d9-ea1d74e4e200,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,9000,16765.53,,XBME,,,9000,16765.53,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,9000,16765.53,0.0001,,SingleSecurity,Funding,7c61d99f-4e7a-c40a-26a7-900477c123e5,-53685000,5.369e-05,0.53685,-9000,2020-11-27 12:00:00,2020-11-27T12:00:00.000Z,BITMEX,XBT
821,f391a93b-a63d-5be9-f6cf-fa07ce512d69,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4838,18099.89,,XBME,,,4838,18099.89,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4838,18099.89,0.0001,,SingleSecurity,Funding,ac9cfe2d-0709-b1e1-38e7-8a3bfa93ea8a,-26729950,2.673e-05,0.2672995,-4838,2020-11-29 12:00:00,2020-11-29T12:00:00.001Z,BITMEX,XBT
822,fddd2e01-04ad-2b87-3866-4da10571d4c4,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4838,18054.54,,XBME,,,4838,18054.54,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4838,18054.54,0.0001,,SingleSecurity,Funding,4e2530ac-2a2b-3205-5f03-a4a28b1332f8,-26797682,2.68e-05,0.26797682,-4838,2020-11-29 20:00:00,2020-11-29T20:00:00.000Z,BITMEX,XBT
823,8f86988f-1053-508d-f579-d0466031075b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4838,18596.98,,XBME,,,4838,18596.98,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4838,18596.98,0.0001,,SingleSecurity,Funding,4648408a-8ade-1edf-f95a-4ab1efc036d5,-26013926,2.601e-05,0.26013926,-4838,2020-11-30 04:00:00,2020-11-30T04:00:00.002Z,BITMEX,XBT
824,b73b1640-eed4-c622-c6ae-5dc75bfcc228,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,4838,18616.46,,XBME,,,4838,18616.46,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,4838,18616.46,0.0001,,SingleSecurity,Funding,a6614158-bd15-522d-e293-6be89808739d,-25989736,2.599e-05,0.25989736,-4838,2020-11-30 12:00:00,2020-11-30T12:00:00.004Z,BITMEX,XBT
851,abfa0c93-c84e-907c-5993-036a73777f71,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,12758,19428.03,,XBME,,,12758,19428.03,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,12758,19428.03,0.000887,,SingleSecurity,Funding,b9bec160-0874-a385-e2a6-6fb67e12e98e,-65665426,0.00058245,0.65665426,-12758,2020-12-01 04:00:00,2020-12-01T04:00:00.000Z,BITMEX,XBT
875,65d162aa-de52-5643-e3d2-635eb20f978c,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,8816,19417.22,,XBME,,,8816,19417.22,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,8816,19417.22,0.000591,,SingleSecurity,Funding,4cce4c6d-437a-e4e3-99bf-2bf664d730a8,-45402400,0.00026833,0.454024,-8816,2020-12-01 12:00:00,2020-12-01T12:00:00.000Z,BITMEX,XBT
903,4d793ec7-561c-c9e7-3180-d591187d1d23,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19148.17,,XBME,,,2459,19148.17,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19148.17,0.0001,,SingleSecurity,Funding,8a2e2cd7-8276-a838-68a1-49360c01e773,-12840898,1.284e-05,0.12840898,-2459,2020-12-02 12:00:00,2020-12-02T12:00:00.000Z,BITMEX,XBT
904,dd0b75af-e447-db43-82d2-cd675e685c09,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19128.66,,XBME,,,2459,19128.66,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19128.66,0.0001,,SingleSecurity,Funding,698176d7-9b67-66f6-fbe5-60e9e49c5e43,-12855652,1.286e-05,0.12855652,-2459,2020-12-02 20:00:00,2020-12-02T20:00:00.000Z,BITMEX,XBT
905,be711ded-61c4-34a0-8d03-157b00e0fca5,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19105.21,,XBME,,,2459,19105.21,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19105.21,0.0001,,SingleSecurity,Funding,b1a12521-8417-2b70-a99d-554445812316,-12870406,1.287e-05,0.12870406,-2459,2020-12-03 04:00:00,2020-12-03T04:00:00.024Z,BITMEX,XBT
906,a19920d0-563c-5ec6-1289-f5b132d2633d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19414.59,,XBME,,,2459,19414.59,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19414.59,0.0001,,SingleSecurity,Funding,5855c367-d5f7-fe45-00c8-b6cf11c421b9,-12666309,1.267e-05,0.12666309,-2459,2020-12-03 12:00:00,2020-12-03T12:00:00.006Z,BITMEX,XBT
907,046b21ab-6990-04e3-34f4-2cbde9af1bd7,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19443.51,,XBME,,,2459,19443.51,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19443.51,0.0001,,SingleSecurity,Funding,1437dc58-abe6-f446-90e6-348c5aac5ae9,-12646637,1.2650000000000001e-05,0.12646637,-2459,2020-12-03 20:00:00,2020-12-03T20:00:00.003Z,BITMEX,XBT
908,3c2fc48e-9266-2eee-9906-66e1fc013159,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19181.92,,XBME,,,2459,19181.92,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19181.92,0.0001,,SingleSecurity,Funding,e00c46fd-3662-479d-6978-fe00c971e7a0,-12818767,1.2820000000000001e-05,0.12818767,-2459,2020-12-04 04:00:00,2020-12-04T04:00:00.003Z,BITMEX,XBT
909,be701f8e-ed35-de14-07c7-3abfff2a8f1a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,18803.99,,XBME,,,2459,18803.99,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,18803.99,0.0001,,SingleSecurity,Funding,00afb22f-5be2-f524-80ce-65132bc646d9,-13076962,1.308e-05,0.13076962,-2459,2020-12-04 12:00:00,2020-12-04T12:00:00.004Z,BITMEX,XBT
910,c8bac5a4-701a-8686-4d16-e8e9530d0abc,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,2459,19057.18,,XBME,,,2459,19057.18,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,2459,19057.18,0.0001,,SingleSecurity,Funding,ee23a4a2-8a67-b4fb-fe20-92d8d0dfde81,-12902373,1.29e-05,0.12902373,-2459,2020-12-04 20:00:00,2020-12-04T20:00:00.005Z,BITMEX,XBT
936,878e71ff-7b93-ea93-95df-12db11c5d24d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19026.61,,XBME,,,1392,19026.61,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19026.61,0.000038,,SingleSecurity,Funding,08bc55fa-8d11-b18f-b53d-cf0c62cbf601,-7316352,2.78e-06,0.07316352,-1392,2020-12-05 12:00:00,2020-12-05T12:00:00.002Z,BITMEX,XBT
937,fd2c73af-ac7a-0803-1b6a-412121ac5f35,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19130.52,,XBME,,,1392,19130.52,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19130.52,0.0001,,SingleSecurity,Funding,97365157-8183-5db8-4e6d-661f7ea0d6a8,-7275984,7.28e-06,0.07275984,-1392,2020-12-05 20:00:00,2020-12-05T20:00:00.000Z,BITMEX,XBT
938,b245cfc1-af95-d568-d4b3-b13c5c53bcaf,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19195.43,,XBME,,,1392,19195.43,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19195.43,0.0001,,SingleSecurity,Funding,385e0404-9a06-8aeb-0146-dd3d20288334,-7252320,7.25e-06,0.0725232,-1392,2020-12-06 04:00:00,2020-12-06T04:00:00.000Z,BITMEX,XBT
939,c4b8c6da-307e-0765-bfc1-48db58e885a9,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19093.03,,XBME,,,1392,19093.03,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19093.03,0.0001,,SingleSecurity,Funding,b5f16493-171e-d9e4-93f3-2540335845a0,-7291296,7.2900000000000005e-06,0.07291296,-1392,2020-12-06 12:00:00,2020-12-06T12:00:00.005Z,BITMEX,XBT
940,4e1f7941-e233-d36c-390b-7a7710266dde,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19147.3,,XBME,,,1392,19147.3,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19147.3,0.0001,,SingleSecurity,Funding,c9692071-1234-8ab3-ae4e-6a83ad38c1eb,-7270416,7.27e-06,0.07270416,-1392,2020-12-06 20:00:00,2020-12-06T20:00:00.010Z,BITMEX,XBT
941,edbdf193-ef5c-bbcc-da98-277ca6797c4f,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19292.02,,XBME,,,1392,19292.02,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19292.02,0.0001,,SingleSecurity,Funding,6e145f6b-c2a8-5ba9-3cce-e4e219090caf,-7214736,7.2100000000000004e-06,0.07214736,-1392,2020-12-07 04:00:00,2020-12-07T04:00:00.005Z,BITMEX,XBT
942,063bd5e2-e446-03f9-768f-2f52582cbfb1,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19108.71,,XBME,,,1392,19108.71,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19108.71,0.000215,,SingleSecurity,Funding,d8df5ffb-7e12-0cdd-db78-b8f784ab2997,-7284336,1.566e-05,0.07284336,-1392,2020-12-07 12:00:00,2020-12-07T12:00:00.002Z,BITMEX,XBT
943,041b719b-c38a-da9e-5bb6-191f8c04dd2a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,18969.75,,XBME,,,1392,18969.75,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,18969.75,0.000332,,SingleSecurity,Funding,2c1ffa40-3fed-cfb3-3f66-8e54d96eacf3,-7338624,2.436e-05,0.07338624,-1392,2020-12-07 20:00:00,2020-12-07T20:00:00.001Z,BITMEX,XBT
944,4340d947-059b-d7b2-36e1-b672734f88d1,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,19165.75,,XBME,,,1392,19165.75,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,19165.75,0.0001,,SingleSecurity,Funding,d6864642-62da-e3f3-a82f-7ddd7b10d8b1,-7263456,7.26e-06,0.07263456,-1392,2020-12-08 04:00:00,2020-12-08T04:00:00.006Z,BITMEX,XBT
945,8cc0fdd6-269e-6dce-c204-fb7310b46536,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,18788.49,,XBME,,,1392,18788.49,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,18788.49,0.0001,,SingleSecurity,Funding,a715e5d8-23a9-4d3a-e272-efb314e1ea5d,-7408224,7.41e-06,0.07408224,-1392,2020-12-08 12:00:00,2020-12-08T12:00:00.000Z,BITMEX,XBT
946,6b58b413-6c25-a0c8-0952-bd541723b182,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1392,18789.4,,XBME,,,1392,18789.4,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1392,18789.4,0.0001,,SingleSecurity,Funding,b655d40e-b5c4-ec6b-1a0e-290c27bab249,-7408224,7.41e-06,0.07408224,-1392,2020-12-08 20:00:00,2020-12-08T20:00:00.001Z,BITMEX,XBT
973,ec29bda2-05cf-5294-131b-6f51cce0322a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,583,18258.22,,XBME,,,583,18258.22,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,583,18258.22,0.0001,,SingleSecurity,Funding,fc86d77c-565b-c66d-f333-a2ac06c75e2c,-3193091,3.19e-06,0.03193091,-583,2020-12-09 12:00:00,2020-12-09T12:00:00.005Z,BITMEX,XBT
974,491e6f40-b49a-0400-9198-fd65cd7dc724,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,583,18256.08,,XBME,,,583,18256.08,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,583,18256.08,0.0001,,SingleSecurity,Funding,38cbb62c-9ce4-76ef-9050-9eb0cacbe2d7,-3193674,3.19e-06,0.03193674,-583,2020-12-09 20:00:00,2020-12-09T20:00:00.005Z,BITMEX,XBT
975,c24f2bdb-b328-6946-d8bf-b36cad0e236d,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,583,18402.37,,XBME,,,583,18402.37,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,583,18402.37,0.0001,,SingleSecurity,Funding,37a39ec0-024a-1228-74d9-0afc93c0b416,-3168022,3.17e-06,0.03168022,-583,2020-12-10 04:00:00,2020-12-10T04:00:00.000Z,BITMEX,XBT
976,a0089787-b8a4-2710-decb-7cdc9d96f837,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,583,18191.03,,XBME,,,583,18191.03,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,583,18191.03,0.0001,,SingleSecurity,Funding,dd8a8d83-a6ea-606f-03de-95f86273f003,-3204751,3.2e-06,0.03204751,-583,2020-12-10 12:00:00,2020-12-10T12:00:00.003Z,BITMEX,XBT
977,d2752c86-d63e-dfde-3c47-262502bc4f1a,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,583,18395.11,,XBME,,,583,18395.11,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,583,18395.11,0.0001,,SingleSecurity,Funding,199f1d71-65b4-6709-4229-0e0b2c220c6e,-3169188,3.17e-06,0.03169188,-583,2020-12-10 20:00:00,2020-12-10T20:00:00.004Z,BITMEX,XBT
978,374e52a1-b2a4-73d4-1b39-2b2eac677b97,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,583,17990.56,,XBME,,,583,17990.56,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,583,17990.56,0.0001,,SingleSecurity,Funding,59895af6-707f-ee24-b998-9690d0725bc2,-3240314,3.24e-06,0.03240314,-583,2020-12-11 04:00:00,2020-12-11T04:00:00.004Z,BITMEX,XBT
1005,2bd63183-3de0-6990-e2fb-129536c0d895,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,347,17972.39,,XBME,,,347,17972.39,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,347,17972.39,0.0001,,SingleSecurity,Funding,012174b7-2aa0-daa4-3092-e6a4fdfa545f,-1930708,1.93e-06,0.01930708,-347,2020-12-11 20:00:00,2020-12-11T20:00:00.000Z,BITMEX,XBT
1006,a446e15b-4e02-fe8f-c71f-0223d2580ccd,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,347,18287.01,,XBME,,,347,18287.01,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,347,18287.01,0.0001,,SingleSecurity,Funding,451339ac-14ee-db03-8ae3-fa258318b735,-1897396,1.9e-06,0.01897396,-347,2020-12-12 04:00:00,2020-12-12T04:00:00.000Z,BITMEX,XBT
1007,2b09dfa6-b3b8-ab0c-74ac-45c0face72b3,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,347,18506.63,,XBME,,,347,18506.63,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,347,18506.63,0.0001,,SingleSecurity,Funding,64b4c159-39e7-b5b1-5b09-dee5f20d4c8c,-1874841,1.87e-06,0.01874841,-347,2020-12-12 12:00:00,2020-12-12T12:00:00.000Z,BITMEX,XBT
1033,fb887cae-f371-a079-8f33-0d45fc55f1e6,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,618,18796.22,,XBME,,,618,18796.22,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,618,18796.22,0.0001,,SingleSecurity,Funding,3c74ac0b-beef-ebfa-4cff-f82098d14393,-3287760,3.2900000000000003e-06,0.0328776,-618,2020-12-13 04:00:00,2020-12-13T04:00:00.139Z,BITMEX,XBT
1059,de9db8e5-6a3e-561a-7ca8-dcaee49f1787,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19323.39,,XBME,,,931,19323.39,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19323.39,0.0001,,SingleSecurity,Funding,0f0a87bb-c15e-be28-1365-b7fff6e10ae9,-4817925,4.8200000000000004e-06,0.04817925,-931,2020-12-13 12:00:00,2020-12-13T12:00:00.006Z,BITMEX,XBT
1060,43b88dfb-620e-67fc-3c7d-2504b38e8f11,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19183.85,,XBME,,,931,19183.85,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19183.85,0.0001,,SingleSecurity,Funding,75e2ec3b-d5d3-5fd6-c2ae-c47ecee251b7,-4853303,4.85e-06,0.04853303,-931,2020-12-13 20:00:00,2020-12-13T20:00:00.004Z,BITMEX,XBT
1061,3dce3fb8-d662-e01c-859f-cf3fb55231ac,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19260.43,,XBME,,,931,19260.43,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19260.43,0.000325,,SingleSecurity,Funding,2bc57430-0374-eb76-1749-b8110d418d07,-4833752,1.571e-05,0.04833752,-931,2020-12-14 04:00:00,2020-12-14T04:00:00.002Z,BITMEX,XBT
1062,c264b8c9-19c3-3976-7ce9-2bff5514531b,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19101.85,,XBME,,,931,19101.85,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19101.85,0.000145,,SingleSecurity,Funding,3ed55d44-c7d8-7c98-c162-6c71dadd509b,-4873785,7.07e-06,0.04873785,-931,2020-12-14 12:00:00,2020-12-14T12:00:00.003Z,BITMEX,XBT
1063,afbc3533-4ffb-2d1b-8256-5892a6d96c95,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19173.61,,XBME,,,931,19173.61,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19173.61,0.0001,,SingleSecurity,Funding,493fc7aa-7e01-d440-c2fc-4a370809ec71,-4856096,4.86e-06,0.04856096,-931,2020-12-14 20:00:00,2020-12-14T20:00:00.000Z,BITMEX,XBT
1064,d5eab3ec-62b1-d4c5-1f7b-79e968243942,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19479.13,,XBME,,,931,19479.13,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19479.13,0.0001,,SingleSecurity,Funding,1d839231-b413-e0b2-4384-d67959acadbd,-4779754,4.78e-06,0.04779754,-931,2020-12-15 04:00:00,2020-12-15T04:00:00.001Z,BITMEX,XBT
1065,99eed9c9-8ea6-8531-e821-6a913f366960,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19306.66,,XBME,,,931,19306.66,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19306.66,0.0001,,SingleSecurity,Funding,936c1969-172a-668e-028f-1f032f480b08,-4822580,4.8200000000000004e-06,0.0482258,-931,2020-12-15 12:00:00,2020-12-15T12:00:00.004Z,BITMEX,XBT
1066,14f3fd7a-9e75-0b19-2338-e4ba3e3da4f5,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19547.34,,XBME,,,931,19547.34,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19547.34,0.0001,,SingleSecurity,Funding,37bbb36b-e2c7-c3f6-0b76-bb22561ce6f9,-4762996,4.76e-06,0.04762996,-931,2020-12-15 20:00:00,2020-12-15T20:00:00.004Z,BITMEX,XBT
1067,8b75ec32-00f1-4ef1-4870-b7f5b1082d40,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,931,19361.14,,XBME,,,931,19361.14,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,931,19361.14,0.0001,,SingleSecurity,Funding,877ab7fe-4856-8d95-27c8-8436e24d81f0,-4808615,4.81e-06,0.04808615,-931,2020-12-16 04:00:00,2020-12-16T04:00:00.015Z,BITMEX,XBT
1093,2383e6ff-2a9e-ed8c-240d-8fadb11e26ef,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,1400,19749.07,,XBME,,,1400,19749.07,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,1400,19749.07,0.0001,,SingleSecurity,Funding,19c71471-ea34-ccda-cfbb-75bd38596900,-7089600,7.09e-06,0.070896,-1400,2020-12-16 12:00:00,2020-12-16T12:00:00.012Z,BITMEX,XBT
1174,fff4d97d-2e61-bb08-aa35-b10bd15b8660,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,3120,22908.94,,XBME,,,3120,22908.94,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,3120,22908.94,0.001035,,SingleSecurity,Funding,81182a1a-90f9-9b8a-ba63-5518ab4a0d19,-13618800,0.00014095,0.136188,-3120,2020-12-17 20:00:00,2020-12-17T20:00:00.000Z,BITMEX,XBT
1175,a8f429a0-016a-f6f8-82a9-3ed7bda1deb4,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,3120,22825.98,,XBME,,,3120,22825.98,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,3120,22825.98,0.00017,,SingleSecurity,Funding,3fc32368-be83-4ac3-0055-18f42fb4010c,-13668720,2.324e-05,0.1366872,-3120,2020-12-18 04:00:00,2020-12-18T04:00:00.002Z,BITMEX,XBT
1178,fc637e46-1659-0c4a-56f6-b0465797f527,00000000-0000-0000-0000-000000000000,,,1597031,XBTUSD,,10060,22856.54,,XBME,,,10060,22856.54,,,,,USD,XBt,Funding,Limit,AtTheClose,,,XBME,Filled,,False,,,0,,10060,22856.54,0.000176,,SingleSecurity,Funding,c78da6f8-96dc-82c1-d019-950a962d4694,-44012500,7.746000000000001e-05,0.440125,-10060,2020-12-18 12:00:00,2020-12-18T12:00:00.000Z,BITMEX,XBT
