time,open,high,low,close,volume,total_trades,total_sells,total_buys,total_big,mean_size,buys_mean,sells_mean,big_mean,median_size,buys_median,sells_median,big_median,big_buy_median,big_sell_median,buy_percentage,buy_large_percentage,sell_large_percentage
2020-05-16 00:00:00+00:00,9308.72,9594.99,9215.01,9383.16,10781.50677288176,84646.0,53771.0,30875.0,1801.0,1197.3810870361274,1546.094220688654,997.1520044168387,23136.61022310818,153.1583491609,268.14508168000003,108.728862794,18509.1727246965,18498.16525634475,18512.591196600002,0.4709817606968902,0.1965103213536471,0.21461536249188326
2020-05-17 00:00:00+00:00,9379.01,9896.0,9325.81,9676.63,13539.61000913256,91635.0,56910.0,34725.0,2286.0,1429.4409264339413,1687.9548406682222,1271.7024679594133,25075.075310107688,178.91551641,294.4306377528,127.2055400943,19086.38119580475,19433.281021293602,18625.5819,0.44748190816623595,0.1956006972589192,0.24201296851264648
2020-05-18 00:00:00+00:00,9680.4,9957.25,9436.97,9728.52,17707.43889440156,102700.0,63129.0,39571.0,2954.0,1677.8991072521496,2009.2859250750423,1470.1767012569696,25190.467279344604,245.6676510498,482.57780216320003,191.3688653968,19601.699598888048,19193.335196262502,19706.324009259297,0.46140519603911007,0.1923177967415034,0.239509834597112
2020-05-19 00:00:00+00:00,9731.8,9898.0,9463.22,9783.76,15227.347525851741,94256.0,60179.0,34077.0,2618.0,1561.9568554680086,1962.0551949520263,1335.3969074031215,24182.60971275005,239.9309947369,481.4338232064,173.49104671199999,19240.34089392765,18801.381730142,19600.0,0.45414499856734475,0.19325871816356124,0.23676733685724996
2020-05-20 00:00:00+00:00,9781.5,9836.99,9294.54,9509.41,16892.935278941153,98526.0,63976.0,34550.0,3035.0,1645.6012062624577,2216.9418410142957,1337.0508290792013,25671.925633009818,214.6709797945,461.6365453011,162.66666080469997,19545.447658600002,19068.46,20137.30425,0.47241850750842584,0.23191867603405855,0.24863476668528747
2020-05-21 00:00:00+00:00,9509.4,9568.0,8800.0,9061.96,28077.70620020752,152878.0,93582.0,59296.0,4606.0,1678.8245448478895,2075.7050956236662,1427.3506594981377,25094.44558980995,248.87886177599998,454.24187593115005,196.0084287722,18846.78454998075,18838.676915921995,18856.78,0.47955756518166653,0.21116523925613362,0.23918586951811763
2020-05-22 00:00:00+00:00,9055.46,9267.34,8923.5,9168.84,13723.039679171181,100107.0,65180.0,34927.0,1943.0,1250.3558613582738,1517.1740042817087,1107.3801436858776,24858.745390024655,213.01795573400003,359.7579168722,170.25811233565,18510.067744566,18199.338233823997,19610.682873318798,0.42334905627455627,0.16058102316413558,0.22530044821422224
2020-05-23 00:00:00+00:00,9168.84,9313.83,9090.11,9181.76,6878.667622950424,62991.0,40850.0,22141.0,933.0,1005.4785972577191,1266.6652586351654,863.9135086516476,24074.872291373962,143.74989364319998,304.4495864,98.6166022221,18400.0,17907.93488908,19180.544223937497,0.4428001481652077,0.14479678169216695,0.2098485947222939
2020-05-24 00:00:00+00:00,9181.09,9306.23,8680.7,8715.73,13004.157648521226,84474.0,50874.0,33600.0,2011.0,1384.7855538946942,1853.790907439602,1075.0285094494195,26549.47825444906,179.99979928555,298.59852,120.54415819065001,20250.6814254654,19882.456176,20621.2629642495,0.5324691384542353,0.2492787023003291,0.2071389973352139
2020-05-25 00:00:00+00:00,8715.82,8977.0,8632.93,8899.31,12320.520771711579,95610.0,61728.0,33882.0,1599.0,1134.7223981775587,1569.2948342357,896.1891024524109,23302.86335468961,193.03819256825,359.42882303600004,128.9571015271,19104.5660502301,19226.739833793603,19002.34341909515,0.4900954128164169,0.1773504332734804,0.16610058366374578
2020-05-26 00:00:00+00:00,8899.99,9016.99,8694.23,8844.42,11507.102575221212,79562.0,50029.0,29533.0,1777.0,1279.645921357938,1516.8859948961078,1139.5989267787386,24715.34402170515,163.9593887867,284.77093848,112.24442661120001,19300.426257252402,18154.719283010003,19940.392759932,0.4400124840643398,0.1729096838464842,0.2584688988647739
2020-05-27 00:00:00+00:00,8844.42,9230.0,8811.46,9208.53,10936.169258211099,78274.0,49291.0,28983.0,1612.0,1268.7101726361282,1567.9532657919656,1092.7558895228694,23967.350181514204,193.51382618885,359.98084807,121.3865698982,18724.77724545185,19070.337257340598,18400.0,0.45761104782150974,0.1773767340638482,0.21167298741618681
2020-05-28 00:00:00+00:00,9208.06,9625.0,9112.0,9580.19,14505.048731141631,91084.0,55497.0,35587.0,2392.0,1494.1281254559406,1791.3911275873454,1303.5106424054998,25774.54877772594,183.33244541275002,316.8502722528,125.80268400000001,20120.937035228053,20161.877399235,20092.244176945,0.4684377233830664,0.20765902858136667,0.2453661192464934
2020-05-29 00:00:00+00:00,9582.19,9609.02,9330.01,9423.84,10403.339012871053,82247.0,53244.0,29003.0,1665.0,1195.8025661863112,1540.565862354547,1008.0035676368532,24002.0787178761,156.2213397,288.69288463680004,104.5212062674,18884.0,18200.094299999997,19660.37404118475,0.45430095079312344,0.18302914366087794,0.22330521491993616
2020-05-30 00:00:00+00:00,9423.86,9764.0,9326.43,9700.33,10503.844241681083,75722.0,50121.0,25601.0,1676.0,1323.1128003894266,1769.1369220079232,1095.2908587371228,25988.64227477033,179.95004916355,348.2587222738,110.03972642790002,19395.010000000002,19657.5889764592,19243.20915648,0.45206348500758353,0.19607418299313026,0.2386748836631274
2020-05-31 00:00:00+00:00,9704.99,9705.6,9369.58,9446.57,7944.159598150703,62530.0,39205.0,23325.0,1203.0,1211.8137756948636,1782.710503589053,872.1589822212769,27543.380635423146,148.3166315479,306.90338169150004,101.35458622720002,21028.628790512,20275.053867842398,21428.081758100852,0.5487545849548322,0.2609361620386741,0.17634277371237123
2020-06-01 00:00:00+00:00,9445.23,10428.0,9417.42,10208.96,21675.244563619566,115629.0,74138.0,41491.0,4062.0,1852.5504936618854,2223.257661580276,1645.0858857131689,26867.369994077042,245.130048,390.07218832499996,191.31156214,19190.17876197,18960.74864349,19362.3530854759,0.43063257225749374,0.22124883943078963,0.2882324641657831
2020-06-02 00:00:00+00:00,10215.98,10237.6,9270.0,9522.46,33212.683119644564,144253.0,82321.0,61932.0,5997.0,2256.8528033007847,2639.234848167864,1969.1779110775628,29931.283408654315,313.78399360000003,469.4729637119999,233.59050000000002,19898.5515163278,18840.9259159406,21113.509803478002,0.5020709039239114,0.2766340994574679,0.2747208781524201
2020-06-03 00:00:00+00:00,9520.0,9695.0,9385.22,9668.07,11445.549518211184,79095.0,51831.0,27264.0,1921.0,1382.4561516389876,1697.0059616087417,1216.9975261250027,26986.57940873649,177.3128936244,348.57092279819994,117.53929088000001,19483.7272071,17652.5989968226,21134.130038645002,0.4231287600710978,0.18779204831641128,0.28631325097036414
2020-06-04 00:00:00+00:00,9669.0,9888.0,9450.0,9788.03,12421.432159892449,88681.0,55305.0,33376.0,2023.0,1361.3030376155866,1686.632410202622,1164.9700995545631,25356.53649722662,195.79013018039998,345.35660583744993,144.909499638,19093.486305204002,17966.7313990248,19479.398310800003,0.4663042061049687,0.1934509222157689,0.2314624702950715
2020-06-05 00:00:00+00:00,9791.96,9855.0,9585.44,9613.21,12495.618305012056,85163.0,56044.0,29119.0,1915.0,1425.4600609642719,2011.5636637880114,1120.9359225975516,31984.282364659728,189.78254200000003,288.0130875608,111.29439134969999,20745.5151495636,19374.2,22294.2115837878,0.48250768313539216,0.249484868340139,0.255059524176035
2020-06-06 00:00:00+00:00,9613.47,9735.13,9526.03,9671.7,6501.250188551147,58103.0,41287.0,16816.0,907.0,1076.8987586567127,1579.4016792419336,872.2316936589876,32138.4796886001,135.4125736476,245.23915894985,98.5571294632,20390.913071712,18719.001356167602,22076.2497285177,0.42446497610830203,0.17928990096709363,0.2865741326678669
2020-06-07 00:00:00+00:00,9671.39,9822.0,9370.0,9750.12,11627.963053302374,76989.0,49184.0,27805.0,1791.0,1450.0515862941727,1963.3874255469264,1159.8494268434813,28560.017650330512,191.3624,372.2346873229,136.71801543405,20437.4356033785,19081.8,22764.330517150498,0.48900891108662103,0.22021699495697636,0.23796912200469902
2020-06-08 00:00:00+00:00,9753.71,9815.0,9632.79,9781.51,8533.579706721215,70541.0,47066.0,23475.0,1289.0,1176.0908194297783,1527.2585387726808,1000.9397079783139,26360.7255443946,185.71188999999998,249.87339000000003,124.01733179040001,19483.94,19293.62259101595,19598.62144452,0.4321511678411879,0.17871944985803773,0.23085023592943169
2020-06-09 00:00:00+00:00,9788.89,9886.0,9567.33,9779.41,10321.401022011552,81350.0,52557.0,28793.0,1593.0,1233.3214401311136,1531.6270951305294,1069.8966874930602,26277.508261269773,195.32670000000002,297.31629723780003,159.8608427008,19582.877062568,18198.8409732,20675.717447588497,0.43954780861349513,0.1759985605024502,0.24122239991040223
2020-06-10 00:00:00+00:00,9780.42,10018.67,9690.0,9894.04,12965.105673602147,94962.0,61618.0,33344.0,2028.0,1341.9094589734148,1710.5487494636732,1142.4237810528855,28482.82678446724,196.68210000000002,325.56084267035,146.29159864775,20453.4673853,20187.548482920003,20861.6566540795,0.44758970227918293,0.19948906815656586,0.2538028463288425
2020-06-11 00:00:00+00:00,9897.11,9973.25,9050.0,9268.16,26778.169206629136,145777.0,90808.0,54969.0,4476.0,1746.4965371285018,2381.7356948423594,1361.9658651571665,26526.173842862154,244.91110400000002,463.6643334886,196.0113634464,19619.209196402946,19223.714999999997,20169.1552278719,0.5142267495071514,0.25213328143045066,0.21421239211437945
2020-06-12 00:00:00+00:00,9266.76,9552.87,9227.0,9464.17,10978.63881475093,82215.0,56945.0,25270.0,1600.0,1256.1610917609182,1808.1674652135332,1011.2019020665188,28440.72338553982,184.32644549129998,376.4444,112.35754560550001,19629.6267157158,18939.5,20003.001686723,0.44243298111428414,0.19206069113854835,0.24855932542563305
2020-06-13 00:00:00+00:00,9465.17,9494.45,9346.0,9475.0,4581.564443670373,55385.0,39748.0,15637.0,658.0,779.7179616363978,1438.3728094394976,520.6008776297289,24321.704974026834,111.2789594223,249.125976,95.6815503318,20215.02348794455,20384.9370717823,19747.83825,0.5208290528738626,0.2175043246364447,0.1530827013732815
2020-06-14 00:00:00+00:00,9475.0,9481.0,9240.0,9325.0,4828.562515810338,55773.0,38028.0,17745.0,621.0,811.7266192522457,1289.7475124006696,588.6678007785216,25331.059263632374,129.8841062052,249.400536,95.69155419845,18851.002867450497,18225.42653064275,20942.7816302208,0.505529971480755,0.1817691319260719,0.16569594211713737
2020-06-15 00:00:00+00:00,9328.65,9499.0,8895.01,9427.86,18578.78205728166,118771.0,74674.0,44097.0,2723.0,1439.2934400199415,1963.5909136189564,1129.681718493094,25819.074392599105,199.9326,447.3611971984,144.33350853395,19574.43404257,18484.272077755202,20442.557121748996,0.5065243166858029,0.2110037327724004,0.2002677066600318
2020-06-16 00:00:00+00:00,9428.37,9592.04,9381.0,9526.25,10345.478824190966,76282.0,48207.0,28075.0,1690.0,1288.0449845569913,1530.3729740423319,1146.9169677793254,25066.55747717885,191.38234523264998,328.19505000000004,123.4260264854,19608.338333471802,19134.67575128715,19906.8116984113,0.4372843660245321,0.17315197656147582,0.25799793043166286
2020-06-17 00:00:00+00:00,9526.26,9558.48,9227.03,9457.51,8931.230675610363,72157.0,47527.0,24630.0,1325.0,1165.2702990947928,1497.7553341089845,992.9660002246868,25809.10060091357,189.008,301.50690478140007,119.94114485760002,18821.04,17155.04372075,20972.97369043975,0.43873283758418513,0.1641159015629607,0.24259292986082265
2020-06-18 00:00:00+00:00,9458.64,9482.66,9267.18,9376.14,6299.079633660092,61979.0,41071.0,20908.0,841.0,954.9044943378842,1203.3811027223,828.412591825129,25657.234330766107,173.759016014,292.356195,104.3284823483,19313.8512921018,17049.332682640896,20829.8303727442,0.42511964702380833,0.1223640553938867,0.24222307489215458
2020-06-19 00:00:00+00:00,9376.13,9430.0,9229.0,9301.91,7870.708391220223,68298.0,45716.0,22582.0,1185.0,1074.7092306227382,1478.1361001629411,875.4313942425459,26985.70731395945,161.987771998,356.0740418375,100.8459676119,19451.087817015497,18706.463109,20319.7087222602,0.4547553966476869,0.18402673298202574,0.251638788010657
2020-06-20 00:00:00+00:00,9299.99,9391.71,9161.0,9355.74,6899.488018760218,59915.0,40822.0,19093.0,876.0,1069.8001172916993,1648.2965256458538,799.2295444460312,36433.08919423022,121.3867082808,321.430585816,96.5270650187,21931.733521993752,18708.1294157311,27076.0628516808,0.490988489593742,0.24214933636879832,0.2557733319957011
2020-06-21 00:00:00+00:00,9355.74,9419.35,9273.0,9286.14,3088.0839718600373,43085.0,30394.0,12691.0,386.0,669.6390646166216,1009.1706203721609,527.867827724684,28308.79098803108,102.9482579944,232.05075000000002,95.68155846799999,21347.6455,21347.657,21113.9249404651,0.44390860558245276,0.16063248305091757,0.21810801698105595
2020-06-22 00:00:00+00:00,9286.14,9792.0,9267.58,9690.74,11774.40266671086,74931.0,47011.0,27920.0,1794.0,1500.3716409735466,1830.7146130935655,1304.1797756315857,29700.533087797812,219.6883994897,474.05,143.49391827600002,19620.689325915802,19517.44,19713.8478591648,0.454648420614527,0.20770582526074502,0.26623738702061056
2020-06-23 00:00:00+00:00,9690.82,9724.53,9572.22,9623.56,7938.177282150395,65062.0,40715.0,24347.0,1029.0,1176.2541204852262,1338.8502517055913,1079.0239103213496,30399.55355936196,196.00563113575,372.813070643,136.3299545133,20047.269304562502,18923.674400362703,20740.104,0.4259404576662592,0.14781464861686397,0.26093181978683716
2020-06-24 00:00:00+00:00,9623.49,9663.38,9195.0,9285.91,13410.449695970532,81720.0,52096.0,29624.0,2216.0,1536.647616610239,1914.6708828142528,1321.6875191358126,27197.337069717367,223.91970547500003,416.63544283084997,172.8706385647,19517.02635495,18361.8305832,21447.583736562498,0.45168449964837376,0.20950109426478622,0.2704461419535318
2020-06-25 00:00:00+00:00,9282.63,9335.0,8979.07,9243.51,13518.424552661136,88820.0,56481.0,32339.0,2144.0,1397.7762478227442,1775.866165337052,1181.2954871688034,28595.506149278805,196.00160193555,367.6064,146.27865135199997,19668.486732299698,18559.041142152004,20279.0925008032,0.4625816427930487,0.22211695486588556,0.2717092635855913
2020-06-26 00:00:00+00:00,9242.97,9291.73,9027.62,9155.42,10702.26787494048,79231.0,50372.0,28859.0,1697.0,1237.5970015799649,1702.0625773667732,971.4965479225461,27879.162002885376,182.93040000000002,308.22929985599995,121.3675516273,20121.533440416002,18669.1867587144,21333.222340002547,0.5009361982863768,0.24819870034545316,0.23429002797214057
2020-06-27 00:00:00+00:00,9155.42,9188.14,8815.01,9002.46,8507.249106390478,71479.0,45835.0,25644.0,1229.0,1074.4471177102691,1611.713097745125,773.8548019687215,26669.18646889372,171.8578463,365.1468,106.20450491999999,20406.591114135,19057.562836032,22053.019333562603,0.5381582349086257,0.23376876906866748,0.19300541194561865
2020-06-28 00:00:00+00:00,9003.23,9189.0,8931.77,9113.24,5537.321814840153,51422.0,36581.0,14841.0,895.0,976.416055533176,1472.1805027503365,775.2832226103505,26664.911015778063,125.92356840809998,355.4811676251,98.0400026529,19362.2620048373,18303.24,20194.8405077676,0.4351513655654379,0.20191160127121324,0.2734009668386481
2020-06-29 00:00:00+00:00,9117.34,9236.75,9014.0,9184.45,8657.76143745024,58444.0,39212.0,19232.0,1293.0,1350.42614705568,1480.2400069871621,1286.7573682583154,30518.104419788608,196.02371746185003,407.91180273935004,121.37198699245,22851.350000000002,20081.2255031854,24274.73422179,0.3606997305581893,0.1413586910743105,0.35861287846369905
2020-06-30 00:00:00+00:00,9190.78,9201.0,9059.6,9136.2,6820.475240740331,60509.0,39643.0,20866.0,981.0,1031.177312040744,1424.0499730833549,824.3897090511844,27552.259298031157,168.51555599879998,391.86109412440004,100.48984000000002,19002.176245759998,18274.8,19326.72063948,0.47622381326888,0.19616429589595075,0.2370201952458304
2020-07-01 00:00:00+00:00,9134.69,9297.2,9088.0,9239.97,7548.809280700514,72969.0,49325.0,23644.0,1151.0,951.8616362821322,1265.1053917674858,801.7078531154683,23934.78590926643,154.2847729035,369.9764,98.53958239999999,16499.8380257424,16272.929689811901,16556.091685674503,0.4306608957724033,0.15828773278331407,0.23834874504489822
2020-07-02 00:00:00+00:00,9238.21,9265.0,8938.0,9091.53,10769.568029190303,75924.0,47726.0,28198.0,1529.0,1293.3778089381215,1787.4263920160095,1001.4785937172715,29253.873865538906,204.00086498115002,431.7287516633,141.12859386435,18078.924600000002,18109.29469407,18030.9080115,0.5132653973664869,0.24609879535208323,0.2093991099459057
2020-07-03 00:00:00+00:00,9092.06,9126.12,9036.74,9063.87,7738.338660410437,58524.0,39706.0,18818.0,1283.0,1202.3296090140313,1414.383776452776,1101.830054214699,28412.56347462694,165.07596823045,340.1196867748,111.9335149314,18187.62,17590.831488156153,19268.975878588302,0.3782537012993347,0.16226233180475408,0.3557970361494829
2020-07-04 00:00:00+00:00,9056.11,9195.84,9039.84,9138.51,5297.666996210203,46524.0,33034.0,13490.0,814.0,1037.8147838904702,1270.2112321249735,942.9117117017116,31216.702158820273,132.90862898115,301.5075705846,96.53078764325,18110.6,16330.041000000001,18372.04,0.35488774159542863,0.13984284478654527,0.38643431907042175
2020-07-05 00:00:00+00:00,9136.68,9145.0,8905.84,9074.39,4601.304913530125,49176.0,32811.0,16365.0,762.0,846.1881352717877,1291.79366988613,623.9353976544123,22875.77475199617,146.25058119954997,301.20324804959995,100.4598100355,17586.677276925002,16837.4456898732,18050.54,0.508029615287115,0.20730470282825125,0.21159557768316606
2020-07-06 00:00:00+00:00,9076.87,9375.9,9061.59,9343.31,9959.017893850529,68826.0,42483.0,26343.0,1775.0,1337.4364382591389,1380.406514933432,1310.7914101342203,26195.370947830957,196.03534738045,363.2136,146.2785709824,17797.45275,16223.518470689349,18172.64246,0.3950449830150292,0.16720757631436525,0.337915522347381
2020-07-07 00:00:00+00:00,9344.27,9379.34,9201.57,9253.94,6326.525334180383,59024.0,37892.0,21132.0,1003.0,993.2368525607552,1186.888186219598,885.2393865289104,23492.338714730296,184.8736,338.0066344539,122.477636349,17402.9850113672,16157.820000000002,17955.86071099405,0.427827745654457,0.15754311865530665,0.2443825324953344
2020-07-08 00:00:00+00:00,9253.95,9475.0,9232.2,9435.28,10134.013695290607,76838.0,48670.0,28168.0,1814.0,1235.9733541116284,1369.3101852199106,1158.8040124502745,23673.475992517506,205.133244574,377.4938,147.92874525235,17573.154605076,15698.723624051998,18556.78,0.40613712518477857,0.15522139808980728,0.2969615207047351
2020-07-09 00:00:00+00:00,9439.32,9446.62,9154.79,9236.95,8430.483390850406,65900.0,42581.0,23319.0,1452.0,1189.0356239623036,1415.0182534935977,1065.278808996937,24433.900192748297,188.48455846395,367.64,128.31982896600002,18401.3925358678,17714.507123039,18446.42,0.42110624651290224,0.16966764028678502,0.28310391057235035
2020-07-10 00:00:00+00:00,9235.02,9322.23,9118.0,9291.05,6875.0969792503365,58153.0,39729.0,18424.0,1149.0,1087.4402213790456,1453.687841440527,917.5958721124459,25853.251168968374,153.0945608544,339.067913,100.0301501978,17716.83765514,17883.229928116798,17663.9837658829,0.4235235523292008,0.1908507160329935,0.27888942927450866
2020-07-11 00:00:00+00:00,9292.51,9303.04,9182.35,9235.0,3368.5617181000125,46292.0,31381.0,14911.0,412.0,672.0493966550758,942.3241694605329,543.6256008135739,24701.38016496598,105.12875565799999,221.9011806,95.681658215,18390.2636366137,16726.7191958005,18466.7598292716,0.4516478639611328,0.1268150463017256,0.20030811589675993
