startTime,open,high,low,close,volume
2020-06-26,2798.75,3006.75,2798.0,2851.5,133.6014
2020-06-27,2851.5,2881.0,2843.0,2855.5,19478.2413
2020-06-28,2855.5,2870.5,2855.5,2856.0,18334.7159
2020-06-29,2856.0,2856.0,2854.0,2854.0,12287.07635
2020-06-30,2854.0,2854.0,2848.0,2848.0,11376.4404
2020-07-01,2848.0,2858.0,2842.5,2845.0,8592.1302
2020-07-02,2845.0,2856.5,2833.0,2833.0,16285.5202
2020-07-03,2833.0,2846.0,2831.5,2841.5,47539.49455
2020-07-04,2841.5,2841.5,2789.0,2838.5,21421.1866
2020-07-05,2838.5,2838.5,2821.0,2831.0,16582.45975
2020-07-06,2831.0,2866.0,2819.5,2847.0,15464.95555
2020-07-07,2847.0,2859.0,2815.5,2833.0,11496.2734
2020-07-08,2833.0,2896.5,2815.5,2888.5,18766.1429
2020-07-09,2888.5,2890.0,2831.5,2835.5,14412.7209
2020-07-10,2835.5,2852.5,2830.0,2844.5,10070.7574
2020-07-11,2843.0,2866.5,2825.0,2832.0,45639.90015
2020-07-12,2830.0,2853.0,2825.0,2846.5,31298.6638
2020-07-13,2846.5,2887.5,2825.0,2844.0,19814.03385
2020-07-14,2844.0,2897.5,2823.0,2852.0,20256.2601
2020-07-15,2852.0,2894.0,2833.0,2847.5,74472.9051
2020-07-16,2847.5,2900.5,2823.0,2862.5,171199.0554
2020-07-17,2862.5,2902.0,2848.0,2862.5,45903.7417
2020-07-18,2862.5,2910.0,2839.5,2871.5,83006.38725
2020-07-19,2871.5,2915.5,2855.5,2886.5,95909.6609
2020-07-20,2886.5,2928.0,2841.0,2887.0,105819.65395
2020-07-21,2887.0,2993.5,2843.0,2962.0,151016.6724
2020-07-22,2962.0,3124.5,2948.5,3119.0,43415.8737
2020-07-23,3119.0,3162.5,3040.5,3140.0,53852.4334
2020-07-24,3140.0,3140.0,2980.5,3120.0,17719.12185
2020-07-25,3120.0,3169.5,3103.0,3156.5,88880.8999
2020-07-26,3156.5,3359.5,3150.0,3358.0,73021.0881
2020-07-27,3358.0,3826.0,3348.5,3817.5,314349.5177
2020-07-28,3817.5,3901.5,3628.0,3628.0,376955.0958
2020-07-29,3628.0,3771.0,3463.0,3471.0,166976.2902
2020-07-30,3471.0,3496.0,3386.0,3450.0,193272.49845
2020-07-31,3450.0,3536.0,3402.0,3493.5,189132.42005
2020-08-01,3493.5,3653.5,3462.0,3632.5,25996.4986
2020-08-02,3632.5,3712.5,3335.0,3381.0,266235.66255
2020-08-03,3381.0,3530.5,3364.5,3526.0,122553.8485
2020-08-04,3526.0,3576.0,3409.5,3487.0,89872.45955
2020-08-05,3487.0,3680.5,3458.0,3667.5,98372.9417
2020-08-06,3667.5,3725.0,3639.5,3674.5,94624.326
2020-08-07,3674.5,3722.0,3573.5,3625.5,44246.8942
2020-08-08,3625.5,3688.5,3595.0,3674.0,20207.45885
2020-08-09,3674.0,3685.0,3625.5,3672.0,25201.56295
2020-08-10,3672.0,3799.5,3619.5,3736.5,24037.162
2020-08-11,3736.5,3736.5,3465.5,3541.0,85333.0983
2020-08-12,3541.0,3609.0,3490.0,3593.0,19484.67615
2020-08-13,3593.0,3621.5,3416.0,3511.0,92621.48445
2020-08-14,3511.0,3527.0,3393.0,3513.5,49956.3066
2020-08-15,3513.5,3577.5,3507.0,3576.0,36395.37895
2020-08-16,3576.0,3592.5,3550.5,3586.0,34568.59525
2020-08-17,3586.0,3752.5,3553.0,3706.5,74818.0863
2020-08-18,3706.5,3732.5,3580.5,3618.0,21616.55935
2020-08-19,3618.0,3624.0,3556.5,3556.5,33612.0845
2020-08-20,3556.5,3571.5,3552.0,3552.0,19806.4593
2020-08-21,3552.0,3553.5,3493.0,3522.0,40197.45
2020-08-22,3522.0,3523.0,3467.0,3491.0,33145.95395
2020-08-23,3491.0,3498.5,3491.0,3498.5,38723.55495
2020-08-24,3498.5,3505.5,3493.0,3493.0,2517.6703
2020-08-25,3493.0,3495.0,3462.0,3462.0,64562.32065
2020-08-26,3462.0,3481.0,3462.0,3467.0,17251.38905
2020-08-27,3467.0,3469.5,3442.0,3442.0,42835.6748
2020-08-28,3442.0,3455.5,3442.0,3446.0,2334.5358
2020-08-29,3446.0,3468.5,3441.5,3466.0,61814.5445
2020-08-30,3466.0,3483.0,3447.0,3483.0,51064.4031
2020-08-31,3483.0,3493.5,3468.5,3471.5,10538.3329
2020-09-01,3471.5,3574.0,3452.0,3546.5,29073.88995
