startTime,open,high,low,close,volume
2020-09-24,3080.0,3081.75,3072.75,3077.5,0.0
2020-09-25,3079.5,3084.0,2954.5,3078.0,131375.49175
2020-09-26,3078.0,3088.5,3057.0,3077.0,30586.5816
2020-09-27,3077.0,3099.0,3072.0,3099.0,2210.9309
2020-09-28,3099.0,3144.5,3088.5,3089.0,12545.4408
2020-09-29,3128.5,3128.5,3076.5,3076.5,1477.3353
2020-09-30,3076.5,3110.0,3073.0,3090.0,11324.8504
2020-10-01,3090.0,3126.0,3076.5,3098.5,11589.8172
2020-10-02,3098.5,3098.5,3077.0,3091.5,6909.5349
2020-10-03,3097.0,3097.0,3072.5,3090.5,1321.79825
2020-10-04,3090.5,3090.5,3067.0,3084.5,2673.2908
2020-10-05,3084.5,3106.5,3066.0,3104.5,9926.39395
2020-10-06,3104.5,3114.0,2960.0,2960.0,27297.0497
2020-10-07,2960.0,2968.5,2948.0,2967.5,10043.3751
2020-10-08,2967.5,3071.0,2946.5,3028.0,25117.7449
2020-10-09,3028.0,3070.0,3010.5,3070.0,9854.26305
2020-10-10,3070.0,3172.0,3053.0,3143.0,29915.4108
2020-10-11,3143.0,3170.0,3121.0,3151.0,75913.858
2020-10-12,3151.0,3234.0,3117.5,3199.0,13432.51095
2020-10-13,3199.0,3199.0,3147.5,3184.5,6067.515
2020-10-14,3184.5,3187.5,3141.0,3149.5,4683.64755
2020-10-15,3153.0,3200.5,3121.5,3175.0,9710.23095
2020-10-16,3172.5,3186.5,3118.0,3146.0,4946.97185
2020-10-17,3175.5,3175.5,3122.5,3133.5,10833.0895
2020-10-18,3133.5,3175.0,3133.0,3173.5,394.51215
2020-10-19,3140.5,3264.5,3140.5,3244.5,2768.0647
2020-10-20,3242.0,3326.0,3242.0,3288.5,718.2216
2020-10-21,3288.5,3766.0,3280.0,3757.0,16357.4738
2020-10-22,3757.0,3822.5,3721.0,3779.0,99983.6431
2020-10-23,3779.0,3779.0,3712.5,3734.0,8975.5807
2020-10-24,3717.0,3799.5,3717.0,3751.0,15564.90495
2020-10-25,3751.0,3849.0,3742.0,3753.0,4864.38865
2020-10-26,3753.0,3816.0,3718.5,3737.0,6970.19735
2020-10-27,3767.0,3973.5,3750.5,3944.0,28912.4327
2020-10-28,3944.0,3994.0,3738.5,3800.0,15093.94625
2020-10-29,3800.0,3925.0,3763.0,3895.0,8601.98025
2020-10-30,3916.0,3934.0,3797.5,3862.0,28345.1229
2020-10-31,3899.0,4041.5,3886.0,3961.5,3367.4159
2020-11-01,3903.5,3988.0,3903.5,3983.0,14358.0483
2020-11-02,3983.0,3983.0,3825.5,3915.0,22589.34935
2020-11-03,3915.0,4038.0,3847.0,4022.5,4196.0038
2020-11-04,4022.5,4094.0,3908.5,4062.0,17404.00565
2020-11-05,4062.0,4517.5,4029.0,4485.0,9257.9464
2020-11-06,4485.0,4578.5,4390.0,4474.5,36574.8322
2020-11-07,4474.5,4516.0,4140.5,4243.5,18314.4243
2020-11-08,4243.5,4456.5,4232.0,4414.5,19784.58075
2020-11-09,4397.5,4520.5,4274.5,4483.0,10347.1147
2020-11-10,4483.0,4483.0,4351.0,4369.5,4246.90135
2020-11-11,4369.5,4547.0,4369.5,4468.5,17948.11045
2020-11-12,4450.0,4683.0,4447.5,4681.5,3724.9602
2020-11-13,4683.0,4732.0,4604.5,4680.0,46695.2425
2020-11-14,4680.0,4680.0,4516.5,4575.0,38376.97305
2020-11-15,4575.0,4589.0,4505.5,4527.5,10232.9789
2020-11-16,4527.5,4781.0,4514.5,4780.0,26439.45135
2020-11-17,4780.0,5102.0,4737.0,5102.0,50178.3414
2020-11-18,5102.0,5243.5,4998.5,5085.5,6859.4243
2020-11-19,4998.5,5211.0,4998.5,5166.0,26687.1865
2020-11-20,5211.0,5378.0,5119.5,5325.5,4626.9742
2020-11-21,5325.5,5450.0,5298.0,5346.0,18104.32375
2020-11-22,5346.0,5368.0,5095.0,5306.5,4801.95585
2020-11-23,5306.5,5371.5,5187.0,5239.5,1992.1621
2020-11-24,5187.0,5531.5,5187.0,5460.0,13566.1796
2020-11-25,5460.0,5870.5,5305.5,5686.5,20541.08985
2020-11-26,5686.5,5712.0,5000.0,5000.0,11810.7052
2020-11-27,5000.0,5068.5,5000.0,5000.0,6864.443
2020-11-28,5000.0,5299.5,5000.0,5299.5,5618.2141
2020-11-29,5299.5,5379.5,5222.5,5338.0,9155.83485
2020-11-30,5300.5,5822.0,5300.5,5773.5,5650.19505
2020-12-01,5711.5,5820.5,5340.5,5504.0,34187.09695
2020-12-02,5504.0,5667.5,5374.5,5667.5,25055.3983
2020-12-03,5667.5,5740.5,5591.5,5694.5,33003.78435
2020-12-04,5694.5,5715.5,5501.0,5501.0,33958.20055
2020-12-05,5501.0,5636.0,5231.5,5624.5,112539.95945
2020-12-06,5559.0,5701.0,5559.0,5694.5,3488.39025
2020-12-07,5627.0,5782.0,5580.5,5631.5,50956.16205
2020-12-08,5631.5,5696.0,5451.5,5500.0,88456.33545
2020-12-09,5500.0,5584.5,5350.0,5540.0,82071.7177
2020-12-10,5540.0,5540.0,5403.5,5436.5,14847.2725
2020-12-11,5436.5,5470.5,5356.0,5422.0,6903.00675
2020-12-12,5422.0,5556.0,5350.0,5556.0,2500.29
2020-12-13,5556.0,5726.5,5507.0,5726.5,17577.2789
2020-12-14,5726.5,5726.5,5592.0,5678.0,2237.2546
2020-12-15,5678.0,5838.5,5610.5,5738.5,9510.13675
2020-12-16,5738.5,6297.0,5681.0,6244.5,11853.29675
2020-12-17,6244.5,7001.0,6169.5,6686.0,91268.32765
2020-12-18,6686.0,6787.0,6647.5,6740.5,24022.1392
2020-12-19,6740.5,7029.5,6690.0,6957.5,53334.68515
2020-12-20,6957.5,7068.0,6842.5,6972.5,3272.92225
2020-12-21,6972.5,7019.0,6584.5,6708.5,26451.7092
2020-12-22,6708.5,7166.5,6638.5,7164.0,102610.42945
2020-12-23,7164.0,7295.0,6954.5,7295.0,39381.07365
2020-12-24,7295.0,7723.0,7142.5,7307.0,29837.7896
2020-12-25,7307.0,7798.5,7216.0,7790.5,150592.23065
2020-12-26,7790.5,8576.5,7778.5,8576.5,334890.2762
2020-12-27,8576.5,8955.5,8386.0,8401.0,66519.53735
2020-12-28,8401.0,8848.0,8298.5,8728.5,178066.7203
2020-12-29,8728.5,8825.0,8406.0,8825.0,36600.6997
2020-12-30,8825.0,9309.0,8814.5,9260.0,329985.3145
2020-12-31,9260.0,9457.0,9099.0,9313.0,175289.0218
2021-01-01,9313.0,9510.5,9256.0,9417.0,176295.82565
2021-01-02,9417.0,11081.0,9301.5,10347.5,568540.5696
2021-01-03,10347.5,11259.5,10340.5,10803.0,152696.12685
2021-01-04,10803.0,10881.0,8970.0,10622.5,202829.9155
2021-01-05,10622.5,11849.0,9878.0,11718.5,176914.91845
2021-01-06,11718.5,12906.5,11551.5,12906.5,171395.69185
2021-01-07,12906.5,14265.0,12677.5,14000.0,447804.7722
2021-01-08,14000.0,14702.5,12802.0,14476.0,29688487.26395
2021-01-09,14476.0,15655.0,14100.0,15134.0,737226.4451
2021-01-10,15134.0,15928.0,13878.0,14470.0,1217442.2563
2021-01-11,14470.0,14961.0,11475.0,13401.0,439763.1481
2021-01-12,13401.0,14312.0,12468.0,12958.0,1112942.0829
2021-01-13,12958.0,14526.0,12487.0,14526.0,344730.3173
2021-01-14,14526.0,15554.0,14300.0,15400.0,40410.0819
2021-01-15,15400.0,15400.0,13149.0,14499.0,63600.4224
2021-01-16,14499.0,15114.0,14139.0,14300.0,72086.7111
2021-01-17,14300.0,14632.0,13593.0,14323.0,80746.8427
2021-01-18,14323.0,14746.0,13874.0,14438.0,15057.255
