startTime,open,high,low,close,volume
2019-11-28,1386.625,2118.25,1386.625,2031.25,16259.367625
2019-11-29,2031.25,2143.75,2014.5,2104.0,6726.9924
2019-11-30,2104.0,2108.25,1923.75,2035.25,803544.94635
2019-12-01,2035.25,2035.25,1938.75,1993.0,69.1571
2019-12-02,1993.0,1994.5,1948.5,1993.0,0.0
2019-12-03,1993.0,2003.5,1984.75,1990.0,20095.933825
2019-12-04,1990.0,2049.75,1885.5,1987.75,342292.390525
2019-12-05,1987.75,1990.25,1921.0,1921.25,105769.864325
2019-12-06,1921.25,1960.0,1872.5,1883.0,35559.861025
2019-12-07,1883.0,1911.0,1842.0,1865.0,5632.6404
2019-12-08,1865.0,1865.75,1844.0,1844.0,1853.5
2019-12-09,1844.0,1858.5,1803.5,1856.75,2329.076925
2019-12-10,1856.75,1857.0,1806.25,1813.0,2647.146725
2019-12-11,1813.0,1813.0,1747.25,1747.25,5338.625
2019-12-12,1747.25,1756.25,1715.0,1727.25,5646.18
2019-12-13,1727.25,1727.25,1654.5,1654.5,186.64
2019-12-14,1654.5,1663.25,1617.25,1624.25,22845.23875
2019-12-15,1624.25,1628.25,1601.75,1601.75,1789.425
2019-12-16,1601.75,1639.75,1571.25,1588.75,71740.6102
2019-12-17,1588.75,1637.0,1571.25,1594.75,103452.227675
2019-12-18,1594.75,1673.75,1588.0,1657.25,33299.97905
2019-12-19,1657.25,1701.25,1636.0,1651.75,75428.5375
2019-12-20,1651.75,1651.75,1594.0,1619.0,29779.4192
2019-12-21,1619.0,1619.0,1576.25,1577.5,21633.0208
2019-12-22,1577.5,1614.5,1567.75,1614.5,0.6275
2019-12-23,1614.5,1714.75,1595.5,1712.75,44756.3235
2019-12-24,1712.75,1712.75,1697.5,1702.25,26878.7565
2019-12-25,1702.25,1702.25,1644.75,1646.25,481.39595
2019-12-26,1646.25,1686.0,1630.0,1679.75,209662.0242
2019-12-27,1679.75,1945.25,1672.75,1816.25,198357.4341
2019-12-28,1816.0,1816.25,1772.0,1776.75,145524.671975
2019-12-29,1776.75,1779.0,1733.25,1759.5,47663.613375
2019-12-30,1759.5,1769.75,1739.0,1753.0,64782.58715
2019-12-31,1753.0,1757.75,1724.25,1733.0,13880.04995
2020-01-01,1733.0,1739.5,1691.5,1694.25,12942.932125
2020-01-02,1694.25,1751.0,1694.25,1749.5,51456.9055
2020-01-03,1749.5,1785.0,1698.0,1740.75,626831.586375
2020-01-04,1740.0,1751.5,1696.5,1697.0,80294.9084
2020-01-05,1697.0,1998.75,1688.0,1743.5,598762.939475
2020-01-06,1743.5,1905.75,1709.5,1786.75,576240.42175
2020-01-07,1787.0,1935.0,1787.0,1921.25,192136.707025
2020-01-08,1921.25,2092.0,1912.5,1996.25,415464.17675
2020-01-09,1996.75,2002.75,1931.5,1939.5,172231.22195
2020-01-10,1939.75,1991.0,1883.0,1991.0,112418.20805
2020-01-11,1991.75,2039.25,1945.25,1976.75,96156.2217
2020-01-12,1977.25,2039.5,1937.25,1959.75,125256.85285
2020-01-13,1959.5,2086.0,1915.5,1928.5,174494.376175
2020-01-14,1928.25,2266.75,1926.75,2235.25,501668.75025
2020-01-15,2230.5,2298.25,2125.25,2233.25,299240.775525
2020-01-16,2233.25,2255.25,2140.5,2216.75,56979.297525
2020-01-17,2216.75,2363.25,2197.25,2287.5,47758.02635
2020-01-18,2287.5,2345.0,2241.25,2324.25,7625.677
2020-01-19,2324.25,2501.75,2107.25,2183.5,213370.079225
2020-01-20,2183.5,2201.25,2119.5,2152.75,96775.40215
2020-01-21,2152.75,2231.25,2113.75,2195.0,51563.0561
2020-01-22,2195.0,2212.5,2112.5,2129.75,600.627775
2020-01-23,2129.75,2152.25,1938.0,1981.5,139400.194575
2020-01-24,1981.75,2014.5,1926.5,1988.0,6515.36175
2020-01-25,1988.0,1988.75,1909.0,1924.25,132897.20325
2020-01-26,1924.25,2045.5,1856.5,2016.0,371232.369825
2020-01-27,2016.0,2231.5,2005.0,2188.5,259414.39935
2020-01-28,2188.5,2511.5,2177.5,2498.75,132624.0343
2020-01-29,2498.0,2536.25,2395.0,2441.25,130736.476675
2020-01-30,2441.25,2738.75,2379.5,2637.5,467112.06375
2020-01-31,2636.75,2645.75,2406.0,2522.5,122019.5235
2020-02-01,2523.0,3007.0,2487.25,2540.5,31307.113775
2020-02-02,2540.5,2628.25,2369.0,2501.0,212701.73775
2020-02-03,2502.25,2728.75,2412.25,2449.75,171891.07665
2020-02-04,2449.25,2496.25,2306.75,2360.0,386569.087925
2020-02-05,2360.0,2837.25,2349.5,2713.5,456130.69735
2020-02-06,2712.25,2916.75,2639.0,2843.25,544273.656675
2020-02-07,2843.25,2943.0,2799.0,2926.25,157467.999425
2020-02-08,2926.25,3065.25,2798.75,3020.75,23011.38445
2020-02-09,3020.75,3255.5,3004.0,3247.5,234812.504275
2020-02-10,3247.25,3300.0,2848.5,2924.25,441744.8588
2020-02-11,2924.25,3535.75,2805.0,3422.5,1037564.7864
2020-02-12,3423.75,3623.25,3371.5,3491.0,94016.230025
2020-02-13,3491.0,3659.75,3245.5,3347.25,167085.59835
2020-02-14,3347.25,3556.25,3239.75,3512.5,720331.052525
2020-02-15,3512.5,3553.75,3017.75,3090.0,162142.872125
2020-02-16,3090.25,3206.75,2840.5,3078.75,184974.78355
2020-02-17,3076.0,3108.0,2687.25,2860.0,87830.20255
2020-02-18,2860.5,3386.5,2790.25,3288.25,117227.242775
2020-02-19,3287.75,3411.25,2543.75,2729.5,1184364.785625
2020-02-20,2727.0,2792.75,2591.5,2728.25,128049.3489
2020-02-21,2728.25,2866.25,2705.5,2806.0,257274.27385
2020-02-22,2806.0,2826.75,2704.5,2797.75,3376.923925
2020-02-23,2797.75,3101.0,2796.25,3016.5,169574.112125
2020-02-24,3017.75,3069.5,2596.0,2721.5,75525.032525
2020-02-25,2721.5,2740.5,2378.75,2432.0,42706.03745
2020-02-26,2432.0,2472.75,1940.5,2033.0,710929.911075
2020-02-27,2034.75,2035.5,1847.0,1913.75,984762.187425
2020-02-28,1913.75,1963.0,1708.0,1837.0,84705.289375
2020-02-29,1836.5,1875.75,1688.25,1688.75,19785.429775
2020-03-01,1688.75,1810.75,1621.75,1676.5,32144.4767
2020-03-02,1676.0,1907.25,1658.0,1890.5,12254.75645
2020-03-03,1892.25,1895.75,1712.0,1757.25,6925.871825
2020-03-04,1757.25,1809.5,1691.0,1720.25,8099.6788
2020-03-05,1720.25,2014.5,1720.25,1945.0,18558.387475
2020-03-06,1945.0,2011.0,1886.0,1984.25,23262.06895
2020-03-07,1978.5,2010.0,1759.5,1786.5,51508.556
2020-03-08,1786.5,1786.5,1258.75,1270.5,248344.6316
2020-03-09,1275.25,1324.25,1103.25,1167.75,294387.815175
2020-03-10,1167.75,1234.5,1081.0,1104.5,6931.352675
2020-03-11,1104.5,1123.5,990.75,1089.25,699.70885
2020-03-12,1089.25,2630.75,946.25,2498.0,181171.45115
2020-03-13,2509.5,2891.0,1584.75,1830.0,147025.878375
2020-03-14,1827.5,2197.0,1786.0,2130.25,48024.3912
2020-03-15,2129.0,2190.0,1459.5,1918.5,3645.314625
2020-03-16,1918.0,2764.5,1912.0,2205.75,75219.75915
2020-03-17,2206.0,2292.25,1709.0,1893.5,56399.37595
2020-03-18,1893.5,2180.25,1792.0,1814.0,23296.334525
2020-03-19,1814.75,1939.5,992.25,1155.0,48424.801175
2020-03-20,1155.5,1630.75,734.0,1179.25,292486.72775
2020-03-21,1178.75,1430.75,959.0,1163.0,12225.591025
2020-03-22,1162.5,1512.25,981.0,1441.75,17274.047125
2020-03-23,1440.0,1584.0,750.0,845.75,9297.113025
2020-03-24,848.5,892.75,566.25,577.0,10718.0491
2020-03-25,577.0,787.75,440.75,581.75,13267.6467
2020-03-26,576.5,707.5,440.75,464.25,2162.4999
2020-03-27,464.25,467.0,350.0,414.75,6896.150775
